Id,Customer,Timestamp,Ordered,Shipwith,Collection
Orders/o-29,customer/c-01,1655339876,"[{""Product"":""product/table"", ""Quantity"":60, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-30,customer/c-01,1590468799,"[{""Product"":""product/chair_wood"", ""Quantity"":55, ""Discount"":0}]",shippers/s-04,Orders
Orders/o-31,customer/c-01,1528783621,"[{""Product"":""product/bed"", ""Quantity"":56, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":92, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":5, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-32,customer/c-01,1625359437,"[{""Product"":""product/bed"", ""Quantity"":12, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":52, ""Discount"":0}]",shippers/s-03,Orders
Orders/o-33,customer/c-01,1581441421,"[{""Product"":""product/wardrobe"", ""Quantity"":55, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":68, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":48, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":91, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-34,customer/c-01,1643745297,"[{""Product"":""product/table"", ""Quantity"":84, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":89, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":12, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-35,customer/c-01,1518008733,"[{""Product"":""product/bed"", ""Quantity"":28, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":84, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":63, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-36,customer/c-01,1596902606,"[{""Product"":""product/chair_wood"", ""Quantity"":87, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-37,customer/c-01,1517381032,"[{""Product"":""product/chair_wood"", ""Quantity"":36, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":51, ""Discount"":0}]",shippers/s-01,Orders
Orders/o-38,customer/c-01,1664137354,"[{""Product"":""product/bed"", ""Quantity"":95, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-39,customer/c-01,1603727680,"[{""Product"":""product/bed"", ""Quantity"":44, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":54, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-40,customer/c-01,1531121187,"[{""Product"":""product/chair"", ""Quantity"":37, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-41,customer/c-01,1645649500,"[{""Product"":""product/bed"", ""Quantity"":72, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":86, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-42,customer/c-01,1667096092,"[{""Product"":""product/chair_wood"", ""Quantity"":68, ""Discount"":0}]",shippers/s-03,Orders
Orders/o-43,customer/c-01,1575458729,"[{""Product"":""product/chair_wood"", ""Quantity"":65, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":50, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-44,customer/c-01,1519386257,"[{""Product"":""product/wardrobe"", ""Quantity"":14, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":65, ""Discount"":2}, {""Product"":""product/chair_wood"", ""Quantity"":23, ""Discount"":4}]",shippers/s-04,Orders
Orders/o-45,customer/c-01,1565077993,"[{""Product"":""product/wardrobe"", ""Quantity"":86, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":66, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":62, ""Discount"":4}]",shippers/s-04,Orders
Orders/o-46,customer/c-01,1590762518,"[{""Product"":""product/table"", ""Quantity"":46, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":11, ""Discount"":4}]",shippers/s-02,Orders
Orders/o-47,customer/c-01,1651690044,"[{""Product"":""product/bed"", ""Quantity"":93, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":92, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-48,customer/c-01,1540973534,"[{""Product"":""product/bed"", ""Quantity"":76, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":46, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":16, ""Discount"":4}]",shippers/s-04,Orders
Orders/o-49,customer/c-02,1627748437,"[{""Product"":""product/bed"", ""Quantity"":83, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":68, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-50,customer/c-02,1611393280,"[{""Product"":""product/table"", ""Quantity"":13, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":82, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-51,customer/c-02,1658950446,"[{""Product"":""product/bed"", ""Quantity"":36, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":15, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":32, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-52,customer/c-02,1622428419,"[{""Product"":""product/wardrobe"", ""Quantity"":68, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":13, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":93, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-53,customer/c-02,1517188595,"[{""Product"":""product/wardrobe"", ""Quantity"":42, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":60, ""Discount"":2}]",shippers/s-04,Orders
Orders/o-54,customer/c-02,1657779353,"[{""Product"":""product/chair_wood"", ""Quantity"":15, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":28, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":47, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-55,customer/c-02,1668132332,"[{""Product"":""product/table"", ""Quantity"":55, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-56,customer/c-02,1674241011,"[{""Product"":""product/bed"", ""Quantity"":62, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":35, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":63, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":21, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-57,customer/c-02,1642940368,"[{""Product"":""product/bed"", ""Quantity"":88, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-58,customer/c-02,1604582370,"[{""Product"":""product/bed"", ""Quantity"":6, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":47, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":94, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-59,customer/c-02,1563175076,"[{""Product"":""product/table"", ""Quantity"":1, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":79, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-60,customer/c-02,1543321335,"[{""Product"":""product/bed"", ""Quantity"":64, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":57, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":58, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":81, ""Discount"":2}]",shippers/s-01,Orders
Orders/o-61,customer/c-02,1534841014,"[{""Product"":""product/bed"", ""Quantity"":76, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":94, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":67, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-62,customer/c-02,1649942556,"[{""Product"":""product/bed"", ""Quantity"":94, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":17, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":34, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-63,customer/c-02,1642166551,"[{""Product"":""product/chair_wood"", ""Quantity"":36, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-64,customer/c-02,1634180901,"[{""Product"":""product/wardrobe"", ""Quantity"":9, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":17, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-65,customer/c-02,1607715979,"[{""Product"":""product/chair_wood"", ""Quantity"":44, ""Discount"":2}, {""Product"":""product/wardrobe"", ""Quantity"":89, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-66,customer/c-02,1679983037,"[{""Product"":""product/bed"", ""Quantity"":35, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":63, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":46, ""Discount"":0}]",shippers/s-04,Orders
Orders/o-67,customer/c-02,1604745245,"[{""Product"":""product/bed"", ""Quantity"":82, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":14, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-68,customer/c-02,1638881550,"[{""Product"":""product/wardrobe"", ""Quantity"":68, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":29, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":82, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-69,customer/c-02,1633207381,"[{""Product"":""product/wardrobe"", ""Quantity"":43, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-70,customer/c-02,1654023792,"[{""Product"":""product/table"", ""Quantity"":76, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":90, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-71,customer/c-02,1581232791,"[{""Product"":""product/table"", ""Quantity"":53, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":87, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":67, ""Discount"":2}]",shippers/s-04,Orders
Orders/o-72,customer/c-02,1562085601,"[{""Product"":""product/chair_wood"", ""Quantity"":35, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-73,customer/c-02,1567705947,"[{""Product"":""product/wardrobe"", ""Quantity"":93, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":14, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-74,customer/c-02,1565307817,"[{""Product"":""product/chair_wood"", ""Quantity"":64, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":19, ""Discount"":2}]",shippers/s-04,Orders
Orders/o-75,customer/c-02,1632996851,"[{""Product"":""product/chair_wood"", ""Quantity"":51, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":90, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":38, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":82, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-76,customer/c-02,1521704727,"[{""Product"":""product/bed"", ""Quantity"":37, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":83, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-77,customer/c-02,1553475123,"[{""Product"":""product/bed"", ""Quantity"":81, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":96, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":71, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-78,customer/c-02,1626134547,"[{""Product"":""product/bed"", ""Quantity"":63, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":11, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":29, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-79,customer/c-02,1657863434,"[{""Product"":""product/wardrobe"", ""Quantity"":8, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":9, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-80,customer/c-02,1564019692,"[{""Product"":""product/chair_wood"", ""Quantity"":93, ""Discount"":2}, {""Product"":""product/chair"", ""Quantity"":5, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-81,customer/c-02,1537909447,"[{""Product"":""product/bed"", ""Quantity"":56, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":19, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":76, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-82,customer/c-02,1678847997,"[{""Product"":""product/bed"", ""Quantity"":85, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-83,customer/c-02,1529878583,"[{""Product"":""product/table"", ""Quantity"":77, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":49, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-84,customer/c-02,1525016144,"[{""Product"":""product/table"", ""Quantity"":72, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":38, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-85,customer/c-02,1678556381,"[{""Product"":""product/bed"", ""Quantity"":98, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":69, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":98, ""Discount"":2}, {""Product"":""product/chair"", ""Quantity"":3, ""Discount"":0}]",shippers/s-01,Orders
Orders/o-86,customer/c-02,1625633670,"[{""Product"":""product/chair_wood"", ""Quantity"":13, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":28, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-87,customer/c-02,1660532085,"[{""Product"":""product/bed"", ""Quantity"":87, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":18, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":2, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-88,customer/c-02,1664986623,"[{""Product"":""product/table"", ""Quantity"":58, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":57, ""Discount"":0}, {""Product"":""product/bed"", ""Quantity"":37, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":93, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":52, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-89,customer/c-02,1557759447,"[{""Product"":""product/chair_wood"", ""Quantity"":69, ""Discount"":4}]",shippers/s-04,Orders
Orders/o-90,customer/c-02,1659843662,"[{""Product"":""product/table"", ""Quantity"":84, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":31, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":84, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-91,customer/c-02,1631160403,"[{""Product"":""product/wardrobe"", ""Quantity"":85, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-92,customer/c-02,1524306856,"[{""Product"":""product/bed"", ""Quantity"":42, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":99, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":16, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":55, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-93,customer/c-02,1583509455,"[{""Product"":""product/bed"", ""Quantity"":33, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":33, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-94,customer/c-02,1615532168,"[{""Product"":""product/table"", ""Quantity"":20, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":87, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-95,customer/c-02,1569272350,"[{""Product"":""product/bed"", ""Quantity"":95, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":48, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":5, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-96,customer/c-02,1518087334,"[{""Product"":""product/chair_wood"", ""Quantity"":10, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":14, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":48, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-97,customer/c-02,1548056818,"[{""Product"":""product/wardrobe"", ""Quantity"":82, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":44, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":83, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-98,customer/c-02,1675236374,"[{""Product"":""product/chair_wood"", ""Quantity"":2, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":2, ""Discount"":4}]",shippers/s-02,Orders
Orders/o-99,customer/c-03,1595501000,"[{""Product"":""product/wardrobe"", ""Quantity"":25, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":45, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-100,customer/c-03,1685068124,"[{""Product"":""product/bed"", ""Quantity"":82, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":65, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":41, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-101,customer/c-03,1531687749,"[{""Product"":""product/chair_wood"", ""Quantity"":32, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":2, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":51, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-102,customer/c-03,1675707313,"[{""Product"":""product/table"", ""Quantity"":47, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":80, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":89, ""Discount"":2}]",shippers/s-01,Orders
Orders/o-103,customer/c-03,1603343410,"[{""Product"":""product/bed"", ""Quantity"":92, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":40, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":59, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":31, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-104,customer/c-03,1617551041,"[{""Product"":""product/chair_wood"", ""Quantity"":55, ""Discount"":4}]",shippers/s-02,Orders
Orders/o-105,customer/c-04,1572005642,"[{""Product"":""product/bed"", ""Quantity"":60, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":53, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":29, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":72, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-106,customer/c-04,1552861540,"[{""Product"":""product/chair_wood"", ""Quantity"":55, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-107,customer/c-04,1531756553,"[{""Product"":""product/wardrobe"", ""Quantity"":14, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":80, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":23, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-108,customer/c-04,1666189902,"[{""Product"":""product/chair_wood"", ""Quantity"":27, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-109,customer/c-04,1668350445,"[{""Product"":""product/bed"", ""Quantity"":28, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":13, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":36, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-110,customer/c-04,1652305310,"[{""Product"":""product/bed"", ""Quantity"":66, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":83, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-111,customer/c-04,1580436157,"[{""Product"":""product/bed"", ""Quantity"":50, ""Discount"":2}, {""Product"":""product/chair_wood"", ""Quantity"":52, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-112,customer/c-04,1568631623,"[{""Product"":""product/bed"", ""Quantity"":76, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":89, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-113,customer/c-04,1549814043,"[{""Product"":""product/chair_wood"", ""Quantity"":65, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":90, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-114,customer/c-04,1675099948,"[{""Product"":""product/chair_wood"", ""Quantity"":7, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":45, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-115,customer/c-04,1642059372,"[{""Product"":""product/bed"", ""Quantity"":70, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":56, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":37, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-116,customer/c-04,1591729253,"[{""Product"":""product/bed"", ""Quantity"":80, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":49, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":82, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":30, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-117,customer/c-04,1514985681,"[{""Product"":""product/chair_wood"", ""Quantity"":80, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":57, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-118,customer/c-04,1605666044,"[{""Product"":""product/bed"", ""Quantity"":35, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":46, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":61, ""Discount"":0}]",shippers/s-01,Orders
Orders/o-119,customer/c-04,1531382542,"[{""Product"":""product/bed"", ""Quantity"":60, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":12, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-120,customer/c-04,1614756637,"[{""Product"":""product/bed"", ""Quantity"":98, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":50, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-121,customer/c-04,1669381232,"[{""Product"":""product/bed"", ""Quantity"":58, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":64, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":29, ""Discount"":2}]",shippers/s-03,Orders
