Id,Customer,Timestamp,Ordered,Shipwith,@metadata.@collection
Orders/0000000000000122226-A,Customer/0000000000000001590-A,1627998175,"[{""Product"":""product/chair_wood"",""Quantity"":81,""Discount"":4},{""Product"":""product/wardrobe"",""Quantity"":30,""Discount"":4},{""Product"":""product/bed"",""Quantity"":56,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000122228-A,Customer/0000000000000001590-A,1671474499,"[{""Product"":""product/table"",""Quantity"":91,""Discount"":4},{""Product"":""product/chair_wood"",""Quantity"":54,""Discount"":4}]",shippers/s-03,Orders
Orders/0000000000000122230-A,Customer/0000000000000001590-A,1671805942,"[{""Product"":""product/chair_wood"",""Quantity"":13,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122232-A,Customer/0000000000000001590-A,1653654193,"[{""Product"":""product/bed"",""Quantity"":21,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000122234-A,Customer/0000000000000001590-A,1683433886,"[{""Product"":""product/table"",""Quantity"":66,""Discount"":0},{""Product"":""product/chair"",""Quantity"":18,""Discount"":5}]",shippers/s-01,Orders
Orders/0000000000000122236-A,Customer/0000000000000001590-A,1680224564,"[{""Product"":""product/table"",""Quantity"":61,""Discount"":4},{""Product"":""product/bed"",""Quantity"":46,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000122238-A,Customer/0000000000000001590-A,1583617575,"[{""Product"":""product/wardrobe"",""Quantity"":15,""Discount"":4},{""Product"":""product/table"",""Quantity"":98,""Discount"":4},{""Product"":""product/bed"",""Quantity"":68,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000122240-A,Customer/0000000000000001590-A,1685202585,"[{""Product"":""product/wardrobe"",""Quantity"":9,""Discount"":0},{""Product"":""product/table"",""Quantity"":91,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":81,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000122242-A,Customer/0000000000000001590-A,1664046892,"[{""Product"":""product/wardrobe"",""Quantity"":91,""Discount"":4},{""Product"":""product/table"",""Quantity"":52,""Discount"":3},{""Product"":""product/bed"",""Quantity"":4,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":97,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000122244-A,Customer/0000000000000001590-A,1678447000,"[{""Product"":""product/chair_wood"",""Quantity"":31,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000122246-A,Customer/0000000000000001590-A,1598125015,"[{""Product"":""product/wardrobe"",""Quantity"":98,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":48,""Discount"":1}]",shippers/s-04,Orders
Orders/0000000000000122248-A,Customer/0000000000000001590-A,1663223391,"[{""Product"":""product/table"",""Quantity"":1,""Discount"":1},{""Product"":""product/chair"",""Quantity"":88,""Discount"":1},{""Product"":""product/bed"",""Quantity"":16,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000122250-A,Customer/0000000000000001592-A,1563469191,"[{""Product"":""product/chair_wood"",""Quantity"":49,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000122252-A,Customer/0000000000000001592-A,1642738107,"[{""Product"":""product/chair_wood"",""Quantity"":30,""Discount"":4},{""Product"":""product/chair"",""Quantity"":98,""Discount"":2},{""Product"":""product/bed"",""Quantity"":79,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000122254-A,Customer/0000000000000001592-A,1655302463,"[{""Product"":""product/table"",""Quantity"":86,""Discount"":5},{""Product"":""product/chair"",""Quantity"":76,""Discount"":3},{""Product"":""product/bed"",""Quantity"":40,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000122256-A,Customer/0000000000000001592-A,1590153034,"[{""Product"":""product/chair_wood"",""Quantity"":78,""Discount"":0}]",shippers/s-02,Orders
Orders/0000000000000122258-A,Customer/0000000000000001592-A,1655668959,"[{""Product"":""product/wardrobe"",""Quantity"":89,""Discount"":2},{""Product"":""product/table"",""Quantity"":78,""Discount"":2},{""Product"":""product/chair"",""Quantity"":78,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000122260-A,Customer/0000000000000001592-A,1591403852,"[{""Product"":""product/chair_wood"",""Quantity"":7,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000122262-A,Customer/0000000000000001592-A,1653654904,"[{""Product"":""product/wardrobe"",""Quantity"":99,""Discount"":5},{""Product"":""product/table"",""Quantity"":94,""Discount"":0},{""Product"":""product/bed"",""Quantity"":27,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000122264-A,Customer/0000000000000001592-A,1569935700,"[{""Product"":""product/bed"",""Quantity"":43,""Discount"":5}]",shippers/s-02,Orders
Orders/0000000000000122266-A,Customer/0000000000000001592-A,1646384914,"[{""Product"":""product/wardrobe"",""Quantity"":35,""Discount"":5},{""Product"":""product/table"",""Quantity"":4,""Discount"":4},{""Product"":""product/chair"",""Quantity"":44,""Discount"":4},{""Product"":""product/bed"",""Quantity"":8,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000122268-A,Customer/0000000000000001592-A,1606432277,"[{""Product"":""product/wardrobe"",""Quantity"":52,""Discount"":5},{""Product"":""product/table"",""Quantity"":87,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":91,""Discount"":5}]",shippers/s-01,Orders
Orders/0000000000000122270-A,Customer/0000000000000001592-A,1561035854,"[{""Product"":""product/table"",""Quantity"":12,""Discount"":0},{""Product"":""product/chair"",""Quantity"":21,""Discount"":2},{""Product"":""product/chair_wood"",""Quantity"":84,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122272-A,Customer/0000000000000001592-A,1657692597,"[{""Product"":""product/wardrobe"",""Quantity"":59,""Discount"":1},{""Product"":""product/bed"",""Quantity"":21,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000122274-A,Customer/0000000000000001592-A,1583512192,"[{""Product"":""product/bed"",""Quantity"":29,""Discount"":4}]",shippers/s-02,Orders
Orders/0000000000000122276-A,Customer/0000000000000001592-A,1547813988,"[{""Product"":""product/wardrobe"",""Quantity"":31,""Discount"":5},{""Product"":""product/table"",""Quantity"":78,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":19,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000122278-A,Customer/0000000000000001592-A,1678765089,"[{""Product"":""product/wardrobe"",""Quantity"":26,""Discount"":4},{""Product"":""product/chair"",""Quantity"":71,""Discount"":2},{""Product"":""product/bed"",""Quantity"":52,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000122280-A,Customer/0000000000000001592-A,1525872839,"[{""Product"":""product/wardrobe"",""Quantity"":93,""Discount"":4},{""Product"":""product/chair"",""Quantity"":12,""Discount"":5}]",shippers/s-01,Orders
Orders/0000000000000122282-A,Customer/0000000000000001592-A,1629754860,"[{""Product"":""product/wardrobe"",""Quantity"":3,""Discount"":4},{""Product"":""product/table"",""Quantity"":49,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":26,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000122284-A,Customer/0000000000000001592-A,1649013831,"[{""Product"":""product/table"",""Quantity"":57,""Discount"":3},{""Product"":""product/bed"",""Quantity"":33,""Discount"":2},{""Product"":""product/wardrobe"",""Quantity"":92,""Discount"":2},{""Product"":""product/chair"",""Quantity"":59,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":62,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000122286-A,Customer/0000000000000001592-A,1563876722,"[{""Product"":""product/table"",""Quantity"":19,""Discount"":4}]",shippers/s-03,Orders
Orders/0000000000000122288-A,Customer/0000000000000001592-A,1673681074,"[{""Product"":""product/table"",""Quantity"":60,""Discount"":3},{""Product"":""product/chair"",""Quantity"":91,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000122290-A,Customer/0000000000000001592-A,1663688914,"[{""Product"":""product/wardrobe"",""Quantity"":99,""Discount"":1},{""Product"":""product/bed"",""Quantity"":63,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":1,""Discount"":4}]",shippers/s-01,Orders
Orders/0000000000000122292-A,Customer/0000000000000001592-A,1525152250,"[{""Product"":""product/wardrobe"",""Quantity"":29,""Discount"":4},{""Product"":""product/bed"",""Quantity"":80,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":83,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000122294-A,Customer/0000000000000001592-A,1648743946,"[{""Product"":""product/chair_wood"",""Quantity"":73,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000122296-A,Customer/0000000000000001592-A,1664857990,"[{""Product"":""product/wardrobe"",""Quantity"":80,""Discount"":4},{""Product"":""product/chair"",""Quantity"":30,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":21,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000122298-A,Customer/0000000000000001592-A,1648081022,"[{""Product"":""product/wardrobe"",""Quantity"":28,""Discount"":1},{""Product"":""product/chair"",""Quantity"":28,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":50,""Discount"":2}]",shippers/s-04,Orders
Orders/0000000000000122300-A,Customer/0000000000000001592-A,1556232746,"[{""Product"":""product/wardrobe"",""Quantity"":20,""Discount"":3},{""Product"":""product/chair"",""Quantity"":29,""Discount"":2}]",shippers/s-04,Orders
Orders/0000000000000122302-A,Customer/0000000000000001592-A,1571948885,"[{""Product"":""product/table"",""Quantity"":75,""Discount"":4},{""Product"":""product/chair"",""Quantity"":93,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":25,""Discount"":4}]",shippers/s-01,Orders
Orders/0000000000000122304-A,Customer/0000000000000001592-A,1684788278,"[{""Product"":""product/wardrobe"",""Quantity"":92,""Discount"":5},{""Product"":""product/chair"",""Quantity"":45,""Discount"":0},{""Product"":""product/bed"",""Quantity"":7,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122306-A,Customer/0000000000000001592-A,1673068580,"[{""Product"":""product/table"",""Quantity"":81,""Discount"":5},{""Product"":""product/bed"",""Quantity"":71,""Discount"":3},{""Product"":""product/wardrobe"",""Quantity"":36,""Discount"":2},{""Product"":""product/chair"",""Quantity"":28,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":74,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000122308-A,Customer/0000000000000001594-A,1543089249,"[{""Product"":""product/table"",""Quantity"":23,""Discount"":2},{""Product"":""product/chair"",""Quantity"":7,""Discount"":4},{""Product"":""product/bed"",""Quantity"":49,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000122310-A,Customer/0000000000000001594-A,1591392254,"[{""Product"":""product/wardrobe"",""Quantity"":27,""Discount"":0},{""Product"":""product/table"",""Quantity"":60,""Discount"":0},{""Product"":""product/bed"",""Quantity"":2,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":27,""Discount"":5}]",shippers/s-02,Orders
Orders/0000000000000122312-A,Customer/0000000000000001594-A,1593186942,"[{""Product"":""product/bed"",""Quantity"":31,""Discount"":0}]",shippers/s-02,Orders
Orders/0000000000000122314-A,Customer/0000000000000001594-A,1629089111,"[{""Product"":""product/bed"",""Quantity"":32,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000122316-A,Customer/0000000000000001594-A,1550957146,"[{""Product"":""product/wardrobe"",""Quantity"":40,""Discount"":0},{""Product"":""product/table"",""Quantity"":100,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":40,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000122318-A,Customer/0000000000000001594-A,1682589296,"[{""Product"":""product/table"",""Quantity"":37,""Discount"":4}]",shippers/s-02,Orders
Orders/0000000000000122320-A,Customer/0000000000000001594-A,1658658686,"[{""Product"":""product/wardrobe"",""Quantity"":95,""Discount"":1},{""Product"":""product/chair"",""Quantity"":65,""Discount"":1},{""Product"":""product/bed"",""Quantity"":83,""Discount"":1}]",shippers/s-04,Orders
Orders/0000000000000122322-A,Customer/0000000000000001594-A,1531513125,"[{""Product"":""product/table"",""Quantity"":50,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000122324-A,Customer/0000000000000001594-A,1644131881,"[{""Product"":""product/wardrobe"",""Quantity"":48,""Discount"":3},{""Product"":""product/table"",""Quantity"":55,""Discount"":5},{""Product"":""product/bed"",""Quantity"":79,""Discount"":2}]",shippers/s-04,Orders
Orders/0000000000000122326-A,Customer/0000000000000001594-A,1560857009,"[{""Product"":""product/chair"",""Quantity"":83,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":44,""Discount"":4}]",shippers/s-03,Orders
Orders/0000000000000122328-A,Customer/0000000000000001594-A,1564969247,"[{""Product"":""product/wardrobe"",""Quantity"":85,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":30,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000122330-A,Customer/0000000000000001594-A,1649928847,"[{""Product"":""product/table"",""Quantity"":27,""Discount"":5},{""Product"":""product/bed"",""Quantity"":6,""Discount"":0},{""Product"":""product/wardrobe"",""Quantity"":61,""Discount"":4},{""Product"":""product/chair"",""Quantity"":60,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":36,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000122332-A,Customer/0000000000000001594-A,1643887049,"[{""Product"":""product/chair"",""Quantity"":3,""Discount"":5},{""Product"":""product/bed"",""Quantity"":23,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000122334-A,Customer/0000000000000001594-A,1683804840,"[{""Product"":""product/wardrobe"",""Quantity"":78,""Discount"":3},{""Product"":""product/table"",""Quantity"":82,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000122336-A,Customer/0000000000000001594-A,1678325565,"[{""Product"":""product/chair_wood"",""Quantity"":19,""Discount"":3},{""Product"":""product/table"",""Quantity"":6,""Discount"":2},{""Product"":""product/chair"",""Quantity"":94,""Discount"":5},{""Product"":""product/bed"",""Quantity"":43,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122338-A,Customer/0000000000000001594-A,1515007037,"[{""Product"":""product/table"",""Quantity"":93,""Discount"":1},{""Product"":""product/chair"",""Quantity"":68,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000122340-A,Customer/0000000000000001594-A,1528553874,"[{""Product"":""product/chair_wood"",""Quantity"":4,""Discount"":0},{""Product"":""product/wardrobe"",""Quantity"":1,""Discount"":3},{""Product"":""product/chair"",""Quantity"":25,""Discount"":2},{""Product"":""product/bed"",""Quantity"":27,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000122342-A,Customer/0000000000000001594-A,1658189930,"[{""Product"":""product/bed"",""Quantity"":10,""Discount"":2},{""Product"":""product/chair"",""Quantity"":91,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":15,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000122344-A,Customer/0000000000000001594-A,1539530457,"[{""Product"":""product/table"",""Quantity"":19,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000122346-A,Customer/0000000000000001594-A,1633942961,"[{""Product"":""product/bed"",""Quantity"":45,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000122348-A,Customer/0000000000000001594-A,1557511670,"[{""Product"":""product/wardrobe"",""Quantity"":92,""Discount"":5},{""Product"":""product/table"",""Quantity"":73,""Discount"":2},{""Product"":""product/chair"",""Quantity"":84,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122350-A,Customer/0000000000000001594-A,1548015865,"[{""Product"":""product/wardrobe"",""Quantity"":35,""Discount"":4},{""Product"":""product/chair"",""Quantity"":100,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000122352-A,Customer/0000000000000001594-A,1603581365,"[{""Product"":""product/chair"",""Quantity"":62,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000122354-A,Customer/0000000000000001594-A,1675645125,"[{""Product"":""product/chair_wood"",""Quantity"":84,""Discount"":5},{""Product"":""product/bed"",""Quantity"":17,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000122356-A,Customer/0000000000000001594-A,1596055618,"[{""Product"":""product/wardrobe"",""Quantity"":90,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000122358-A,Customer/0000000000000001594-A,1619781408,"[{""Product"":""product/wardrobe"",""Quantity"":100,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":41,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122360-A,Customer/0000000000000001594-A,1638480930,"[{""Product"":""product/table"",""Quantity"":64,""Discount"":5},{""Product"":""product/chair"",""Quantity"":61,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":40,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000122362-A,Customer/0000000000000001596-A,1653013221,"[{""Product"":""product/table"",""Quantity"":21,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":30,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000122364-A,Customer/0000000000000001596-A,1685010023,"[{""Product"":""product/wardrobe"",""Quantity"":25,""Discount"":5},{""Product"":""product/table"",""Quantity"":70,""Discount"":3},{""Product"":""product/bed"",""Quantity"":63,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000122366-A,Customer/0000000000000001596-A,1564650692,"[{""Product"":""product/wardrobe"",""Quantity"":31,""Discount"":0},{""Product"":""product/bed"",""Quantity"":75,""Discount"":1},{""Product"":""product/chair"",""Quantity"":21,""Discount"":2},{""Product"":""product/chair_wood"",""Quantity"":89,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000122368-A,Customer/0000000000000001596-A,1577673331,"[{""Product"":""product/chair_wood"",""Quantity"":24,""Discount"":1},{""Product"":""product/chair"",""Quantity"":11,""Discount"":4},{""Product"":""product/bed"",""Quantity"":1,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000122370-A,Customer/0000000000000001596-A,1647855390,"[{""Product"":""product/table"",""Quantity"":32,""Discount"":5},{""Product"":""product/bed"",""Quantity"":8,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000122372-A,Customer/0000000000000001596-A,1643661647,"[{""Product"":""product/bed"",""Quantity"":37,""Discount"":4},{""Product"":""product/chair_wood"",""Quantity"":33,""Discount"":5}]",shippers/s-02,Orders
Orders/0000000000000122374-A,Customer/0000000000000001596-A,1668800291,"[{""Product"":""product/wardrobe"",""Quantity"":98,""Discount"":4},{""Product"":""product/table"",""Quantity"":43,""Discount"":3},{""Product"":""product/bed"",""Quantity"":35,""Discount"":4}]",shippers/s-01,Orders
Orders/0000000000000122376-A,Customer/0000000000000001596-A,1581949746,"[{""Product"":""product/wardrobe"",""Quantity"":35,""Discount"":4},{""Product"":""product/chair"",""Quantity"":22,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000122378-A,Customer/0000000000000001596-A,1611722791,"[{""Product"":""product/bed"",""Quantity"":76,""Discount"":1}]",shippers/s-04,Orders
Orders/0000000000000122380-A,Customer/0000000000000001596-A,1519917627,"[{""Product"":""product/wardrobe"",""Quantity"":82,""Discount"":3},{""Product"":""product/table"",""Quantity"":24,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122382-A,Customer/0000000000000001596-A,1547307907,"[{""Product"":""product/wardrobe"",""Quantity"":81,""Discount"":4},{""Product"":""product/table"",""Quantity"":88,""Discount"":0},{""Product"":""product/chair"",""Quantity"":82,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000122384-A,Customer/0000000000000001596-A,1560795591,"[{""Product"":""product/wardrobe"",""Quantity"":16,""Discount"":2},{""Product"":""product/table"",""Quantity"":21,""Discount"":5}]",shippers/s-02,Orders
Orders/0000000000000122386-A,Customer/0000000000000001596-A,1612415279,"[{""Product"":""product/wardrobe"",""Quantity"":92,""Discount"":0},{""Product"":""product/chair"",""Quantity"":8,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000122388-A,Customer/0000000000000001596-A,1538176652,"[{""Product"":""product/wardrobe"",""Quantity"":12,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000122390-A,Customer/0000000000000001596-A,1533099305,"[{""Product"":""product/table"",""Quantity"":91,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":2,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000122392-A,Customer/0000000000000001596-A,1551103443,"[{""Product"":""product/bed"",""Quantity"":91,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000122394-A,Customer/0000000000000001596-A,1646057934,"[{""Product"":""product/table"",""Quantity"":95,""Discount"":2},{""Product"":""product/chair"",""Quantity"":35,""Discount"":5},{""Product"":""product/bed"",""Quantity"":22,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000122396-A,Customer/0000000000000001596-A,1638668343,"[{""Product"":""product/chair"",""Quantity"":59,""Discount"":3},{""Product"":""product/bed"",""Quantity"":58,""Discount"":2}]",shippers/s-04,Orders
Orders/0000000000000122398-A,Customer/0000000000000001596-A,1636005792,"[{""Product"":""product/table"",""Quantity"":10,""Discount"":0},{""Product"":""product/bed"",""Quantity"":14,""Discount"":1},{""Product"":""product/wardrobe"",""Quantity"":93,""Discount"":2},{""Product"":""product/chair"",""Quantity"":58,""Discount"":2},{""Product"":""product/chair_wood"",""Quantity"":64,""Discount"":5}]",shippers/s-02,Orders
Orders/0000000000000122400-A,Customer/0000000000000001596-A,1568770051,"[{""Product"":""product/chair_wood"",""Quantity"":7,""Discount"":4},{""Product"":""product/wardrobe"",""Quantity"":57,""Discount"":1},{""Product"":""product/bed"",""Quantity"":44,""Discount"":5}]",shippers/s-01,Orders
Orders/0000000000000122402-A,Customer/0000000000000001596-A,1554201341,"[{""Product"":""product/chair"",""Quantity"":67,""Discount"":0},{""Product"":""product/bed"",""Quantity"":55,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000122404-A,Customer/0000000000000001596-A,1621121476,"[{""Product"":""product/table"",""Quantity"":58,""Discount"":5},{""Product"":""product/chair"",""Quantity"":77,""Discount"":1},{""Product"":""product/bed"",""Quantity"":83,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000122406-A,Customer/0000000000000001596-A,1682068299,"[{""Product"":""product/wardrobe"",""Quantity"":91,""Discount"":1},{""Product"":""product/bed"",""Quantity"":65,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000122408-A,Customer/0000000000000001596-A,1531092624,"[{""Product"":""product/bed"",""Quantity"":44,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122410-A,Customer/0000000000000001596-A,1580225379,"[{""Product"":""product/chair_wood"",""Quantity"":55,""Discount"":0},{""Product"":""product/table"",""Quantity"":64,""Discount"":4},{""Product"":""product/bed"",""Quantity"":14,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000122412-A,Customer/0000000000000001596-A,1647984834,"[{""Product"":""product/chair"",""Quantity"":62,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000122414-A,Customer/0000000000000001598-A,1595531917,"[{""Product"":""product/table"",""Quantity"":1,""Discount"":1},{""Product"":""product/chair"",""Quantity"":3,""Discount"":5},{""Product"":""product/bed"",""Quantity"":97,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000122416-A,Customer/0000000000000001598-A,1684567948,"[{""Product"":""product/wardrobe"",""Quantity"":3,""Discount"":2},{""Product"":""product/table"",""Quantity"":59,""Discount"":5},{""Product"":""product/bed"",""Quantity"":5,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000122418-A,Customer/0000000000000001598-A,1530683141,"[{""Product"":""product/chair_wood"",""Quantity"":95,""Discount"":5},{""Product"":""product/bed"",""Quantity"":54,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000122420-A,Customer/0000000000000001598-A,1670693063,"[{""Product"":""product/chair"",""Quantity"":91,""Discount"":2}]",shippers/s-04,Orders
Orders/0000000000000122422-A,Customer/0000000000000001598-A,1678924946,"[{""Product"":""product/chair"",""Quantity"":84,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":29,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000122424-A,Customer/0000000000000001598-A,1524158368,"[{""Product"":""product/chair"",""Quantity"":55,""Discount"":4},{""Product"":""product/chair_wood"",""Quantity"":94,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000122426-A,Customer/0000000000000001598-A,1564476517,"[{""Product"":""product/wardrobe"",""Quantity"":3,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":88,""Discount"":5}]",shippers/s-03,Orders
